CustomerID,Antibiotics,Cold & Sick,Vitamin,Pain Relief,Allergy & Sinus,Digestive Health,Skin Care & Dermatology,Diabetes Care,Heart & Blood Pressure,Women's Health,Men's Health,Eye & Ear Care,Baby & Child Care,First Aid & Wound Care,Respiratory & Asthma,Supplements & Herbal,Weight Management,Sexual Wellness,Mental Health & Sleep,Pet Medications,PreferredCategory
6965,15,12,12,9,15,5,10,17,6,6,11,20,2,20,20,16,13,12,11,17,Eye & Ear Care
6966,20,11,5,15,17,4,6,0,14,17,16,14,18,14,7,13,19,11,0,20,Antibiotics
6967,10,10,16,12,1,15,4,15,12,13,1,5,10,6,9,13,14,16,3,11,Vitamin
6968,7,16,0,11,1,18,9,4,10,20,10,9,19,4,0,16,20,9,16,15,Women's Health
6969,2,17,5,1,20,13,19,7,16,16,11,1,18,11,0,9,2,16,4,12,Allergy & Sinus
6970,11,13,16,17,8,20,19,17,15,14,2,16,1,20,20,6,13,10,15,14,Digestive Health
6971,4,0,19,6,14,2,20,11,16,3,9,15,9,10,12,7,6,20,15,1,Skin Care & Dermatology
6972,2,7,17,14,0,4,4,13,7,15,12,18,5,0,10,1,10,0,3,16,Eye & Ear Care
6973,9,15,11,11,16,20,16,18,3,7,19,11,7,6,1,7,15,12,4,9,Digestive Health
6974,14,13,20,20,13,11,13,20,10,10,7,20,12,6,8,6,15,4,1,15,Vitamin
6975,5,0,3,10,2,10,9,6,8,1,19,12,4,5,18,19,11,14,19,16,Men's Health
6976,18,14,10,0,0,6,10,11,13,18,15,1,1,10,7,9,18,13,2,16,Antibiotics
6977,16,18,3,10,8,12,12,1,17,9,17,16,8,12,10,4,3,11,9,9,Cold & Sick
6978,12,15,1,20,5,14,1,14,17,6,20,19,19,11,9,11,1,3,8,10,Pain Relief
6979,19,2,20,11,19,3,19,17,4,10,13,20,13,1,6,12,16,18,13,3,Vitamin
6980,1,19,5,2,19,5,1,4,4,5,17,16,11,10,3,18,19,9,17,2,Cold & Sick
6981,1,5,4,3,0,4,12,7,10,19,16,19,13,0,4,11,8,8,0,10,Women's Health
6982,16,12,1,5,1,5,4,7,12,8,0,7,16,3,0,1,19,0,10,5,Weight Management
6983,12,15,4,10,4,15,15,3,16,20,20,1,18,14,19,16,1,14,13,4,Women's Health
6984,18,17,1,10,9,5,6,17,7,19,9,5,15,19,6,3,14,1,10,9,Women's Health
6985,0,17,9,2,8,7,19,4,13,1,20,10,11,13,14,6,5,1,5,20,Men's Health
6986,9,15,14,7,13,4,2,13,7,5,5,6,1,15,10,3,10,5,3,19,Pet Medications
6987,15,8,3,20,3,15,20,9,18,19,8,7,2,18,9,10,12,0,19,20,Pain Relief
6988,18,0,19,18,9,20,12,13,16,15,0,12,14,12,20,15,13,18,10,13,Digestive Health
6989,17,7,9,17,7,19,9,2,10,14,9,19,7,9,12,12,18,2,14,3,Digestive Health
6990,8,0,7,12,17,18,0,16,5,4,2,2,20,3,14,14,20,7,8,7,Baby & Child Care
6991,15,10,19,7,1,20,10,2,5,9,8,4,2,11,18,16,13,4,8,8,Digestive Health
6992,20,6,14,0,16,18,0,15,3,5,9,5,16,10,10,2,3,2,19,10,Antibiotics
6993,4,7,8,1,14,4,17,18,19,16,1,16,10,6,13,12,15,7,5,15,Heart & Blood Pressure
6994,7,9,7,20,0,3,0,17,16,15,2,18,17,16,13,18,0,0,11,15,Pain Relief
6995,3,12,13,15,6,17,10,3,4,5,19,13,12,2,15,17,13,17,5,8,Men's Health
6996,9,17,8,3,6,0,16,17,4,16,15,7,16,16,19,1,3,2,4,14,Respiratory & Asthma
6997,14,3,0,16,7,13,9,12,20,4,3,8,13,9,12,7,20,9,11,3,Heart & Blood Pressure
6998,20,11,7,6,14,14,8,12,4,20,14,5,7,16,4,9,2,9,14,16,Antibiotics
6999,4,8,9,11,10,17,18,16,2,18,12,4,1,4,7,17,14,8,16,13,Skin Care & Dermatology
7000,8,8,15,15,15,7,12,3,15,3,4,14,6,4,6,6,16,10,11,20,Pet Medications
7001,12,15,1,6,20,5,12,10,13,6,6,0,17,11,20,13,13,7,0,1,Allergy & Sinus
7002,19,2,20,5,4,3,1,7,3,3,17,2,16,4,9,4,3,1,16,10,Vitamin
7003,7,16,5,18,8,11,0,3,3,13,10,14,4,6,9,4,17,4,16,14,Pain Relief
7004,11,6,20,17,13,7,11,2,13,18,8,16,14,13,12,4,17,6,19,15,Vitamin
7005,5,10,20,2,12,0,19,10,14,12,0,11,20,2,1,8,14,15,14,16,Vitamin
7006,14,10,5,19,4,3,2,7,4,7,1,2,12,5,9,4,20,18,1,3,Weight Management
7007,15,16,13,17,5,2,11,0,2,17,20,6,0,13,3,7,11,3,0,2,Men's Health
7008,6,1,10,14,12,14,3,1,14,3,10,16,12,19,16,20,13,1,2,11,Supplements & Herbal
7009,6,19,14,7,10,20,14,8,12,20,18,7,17,12,18,11,10,5,10,18,Digestive Health
7010,9,2,12,20,20,4,16,5,1,20,15,10,4,3,17,16,15,1,8,13,Pain Relief
7011,9,2,5,13,14,12,17,14,13,19,6,16,1,5,3,16,17,1,5,10,Women's Health
7012,2,10,20,4,9,3,14,8,11,15,13,18,1,18,17,6,13,10,19,12,Vitamin
7013,8,12,16,15,10,18,9,4,19,10,17,3,2,12,19,15,2,6,16,11,Heart & Blood Pressure
7014,10,0,17,9,13,19,16,13,10,7,7,1,10,1,4,14,15,7,6,0,Digestive Health
7015,19,0,4,9,5,5,2,0,10,19,1,4,5,2,19,3,16,15,18,18,Antibiotics
7016,6,10,2,9,3,9,7,16,10,3,3,4,19,3,4,9,12,19,7,15,Baby & Child Care
7017,3,9,0,8,7,1,9,13,15,6,4,13,20,12,16,0,4,12,18,3,Baby & Child Care
7018,0,2,12,11,2,9,17,20,7,17,18,16,9,3,3,2,12,2,19,18,Diabetes Care
7019,1,1,5,5,11,8,3,15,5,6,0,3,12,19,14,10,15,16,6,20,Pet Medications
7020,19,3,12,15,7,1,19,4,15,12,6,15,4,14,5,10,10,19,12,2,Antibiotics
7021,18,0,8,7,20,11,16,6,10,17,1,15,2,8,12,2,16,14,14,20,Allergy & Sinus
7022,4,1,8,8,12,13,13,6,16,20,7,20,20,12,5,6,0,15,17,5,Women's Health
7023,7,4,6,9,14,13,2,7,0,0,15,8,4,18,3,20,20,5,0,6,Supplements & Herbal
7024,9,18,20,5,19,10,8,12,19,4,8,1,7,12,3,8,9,5,4,3,Vitamin
7025,2,13,17,18,19,2,7,8,14,5,9,12,2,16,13,2,11,19,18,18,Allergy & Sinus
7026,16,17,18,0,18,2,14,3,17,14,4,16,2,9,6,11,20,0,2,4,Weight Management
7027,15,17,12,1,1,2,9,3,11,20,13,9,19,1,8,2,18,4,4,12,Women's Health
7028,1,5,10,0,8,19,15,20,13,6,12,6,14,2,3,15,15,0,14,9,Diabetes Care
7029,15,6,6,0,11,18,8,5,11,0,15,16,0,13,1,20,0,12,3,16,Supplements & Herbal
7030,16,15,10,19,6,1,2,2,19,18,13,9,10,5,19,6,8,16,7,8,Pain Relief
7031,17,13,14,1,9,9,17,2,5,14,13,9,19,18,0,5,3,16,5,9,Baby & Child Care
7032,16,0,6,5,18,19,1,16,6,10,14,7,15,17,15,14,1,17,7,6,Digestive Health
7033,1,6,14,18,9,8,7,2,11,3,7,4,16,5,1,15,5,5,16,17,Pain Relief
7034,10,15,2,1,6,3,13,12,16,3,15,0,3,5,14,11,5,4,3,2,Heart & Blood Pressure
7035,1,4,2,12,16,6,1,9,7,20,7,3,18,2,19,12,10,9,0,20,Women's Health
7036,6,10,15,8,20,1,8,10,4,10,15,14,18,12,11,18,10,2,10,15,Allergy & Sinus
7037,18,5,1,15,9,14,11,10,14,10,6,12,11,15,14,20,12,9,19,18,Supplements & Herbal
7038,14,8,9,12,5,8,18,18,4,18,10,13,9,15,17,11,20,10,9,0,Weight Management
7039,19,19,17,20,4,7,2,13,0,17,11,5,5,17,15,18,11,8,9,2,Pain Relief
7040,2,20,0,10,10,7,16,7,1,0,5,9,16,6,16,3,19,6,7,4,Cold & Sick
7041,19,17,9,1,11,17,3,13,20,3,14,11,11,6,7,12,8,6,2,18,Heart & Blood Pressure
7042,15,7,17,18,11,16,17,3,1,12,20,4,11,17,6,18,9,1,17,14,Men's Health
7043,4,16,12,12,15,13,19,15,13,6,19,14,17,4,10,17,1,7,8,20,Pet Medications
7044,20,9,8,6,16,16,4,11,13,14,19,3,17,5,1,13,2,20,14,16,Antibiotics
7045,1,8,12,12,4,15,19,17,0,5,2,6,16,14,20,16,6,14,4,19,Respiratory & Asthma
7046,0,12,18,4,8,0,18,20,13,3,7,7,4,6,7,0,3,8,10,17,Diabetes Care
7047,6,8,18,18,4,19,12,7,5,9,4,8,17,17,9,9,2,4,0,2,Digestive Health
7048,1,6,2,10,9,20,8,0,20,19,7,14,4,4,17,11,5,7,6,11,Digestive Health
7049,12,9,7,4,3,17,14,0,8,10,19,18,11,10,6,4,16,9,3,18,Men's Health
7050,6,18,4,8,15,15,9,7,14,2,12,1,20,1,20,4,11,9,12,9,Baby & Child Care
7051,11,4,0,9,18,18,11,19,9,15,7,4,7,17,16,12,13,18,14,2,Diabetes Care
7052,20,2,19,0,12,2,10,19,3,5,16,11,16,1,15,0,6,10,12,12,Antibiotics
7053,3,13,10,7,5,17,7,4,14,12,9,12,5,16,15,0,1,8,17,18,Pet Medications
7054,10,3,0,10,15,6,8,2,16,3,20,9,0,13,6,13,14,10,2,17,Men's Health
7055,5,11,3,12,3,7,1,15,3,12,10,2,13,19,10,0,5,6,5,1,First Aid & Wound Care
7056,14,1,7,11,6,5,6,9,7,9,1,0,3,4,10,20,6,9,10,17,Supplements & Herbal
7057,13,20,0,18,2,1,6,3,8,1,0,16,4,1,12,11,6,0,20,14,Cold & Sick
7058,15,18,14,7,2,14,3,7,11,11,13,1,19,7,8,3,20,5,2,14,Weight Management
7059,9,5,12,3,8,6,7,5,15,9,9,0,5,3,8,11,14,6,6,0,Heart & Blood Pressure
7060,11,15,14,14,9,6,4,6,1,12,8,20,11,15,20,16,2,11,17,14,Eye & Ear Care
7061,15,0,9,12,20,20,3,15,12,11,2,15,10,16,20,3,20,11,11,9,Allergy & Sinus
7062,20,1,5,18,20,10,19,19,5,5,16,7,15,16,16,2,0,20,0,4,Antibiotics
7063,8,5,19,17,20,10,3,14,9,20,17,16,16,3,6,0,3,11,16,2,Allergy & Sinus
7064,7,11,11,13,15,18,17,15,19,4,18,13,19,3,11,0,6,0,2,12,Heart & Blood Pressure
7065,2,6,1,2,1,13,1,17,8,8,16,18,15,9,12,5,10,0,7,17,Eye & Ear Care
7066,1,19,4,6,6,1,20,12,2,8,3,7,12,19,16,12,4,20,16,16,Skin Care & Dermatology
7067,17,6,6,5,1,18,4,3,16,0,13,16,4,15,14,13,19,9,9,1,Weight Management
7068,6,19,15,11,9,6,1,15,9,2,9,17,7,13,1,11,14,2,17,14,Cold & Sick
7069,13,10,11,11,1,12,19,8,19,11,20,0,1,8,7,13,19,5,3,3,Men's Health
7070,6,2,18,17,9,2,18,16,8,7,8,12,18,19,11,18,1,3,9,10,First Aid & Wound Care
7071,9,6,8,4,15,20,3,1,12,9,15,1,14,4,16,16,3,0,2,13,Digestive Health
7072,3,20,2,12,19,4,6,10,5,1,12,14,19,17,8,4,9,1,11,14,Cold & Sick
7073,5,19,9,11,19,13,17,3,10,20,13,0,1,16,14,10,6,11,11,0,Women's Health
7074,14,1,8,10,2,1,3,13,20,11,17,5,18,9,0,18,16,11,11,2,Heart & Blood Pressure
7075,20,14,0,10,15,19,6,12,13,18,13,6,0,18,12,3,3,14,19,13,Antibiotics
7076,13,6,1,6,5,2,12,16,12,3,8,18,20,7,18,13,10,4,4,3,Baby & Child Care
7077,10,0,12,15,10,0,19,1,5,4,7,13,11,9,19,15,1,19,6,20,Pet Medications
7078,10,1,5,13,8,2,6,16,2,11,11,12,0,5,9,10,12,10,4,8,Diabetes Care
7079,19,11,16,10,3,7,8,18,5,3,18,8,0,1,5,11,3,17,15,17,Antibiotics
7080,5,12,8,1,18,0,4,12,18,20,8,4,13,9,17,6,8,15,20,6,Women's Health
7081,15,11,1,11,9,16,20,3,18,5,9,17,2,14,6,15,15,0,7,4,Skin Care & Dermatology
7082,2,13,0,5,4,5,3,12,12,10,16,3,10,19,1,18,18,16,2,4,First Aid & Wound Care
7083,11,19,6,10,7,18,14,13,10,16,0,8,1,14,20,4,9,4,13,11,Respiratory & Asthma
7084,8,20,8,9,2,9,20,2,9,9,14,0,14,8,8,3,17,4,0,12,Cold & Sick
7085,10,13,4,4,4,19,17,5,6,14,4,4,14,4,11,19,12,9,19,19,Digestive Health
7086,16,1,18,7,6,20,20,13,16,3,16,20,18,0,10,11,2,3,12,0,Digestive Health
7087,5,20,16,0,1,0,13,20,6,0,13,0,16,10,3,19,15,13,13,16,Cold & Sick
7088,19,4,17,17,10,15,3,0,5,3,7,19,18,7,4,15,1,7,2,18,Antibiotics
7089,14,12,3,5,0,1,0,8,4,0,12,12,17,2,1,1,2,12,8,14,Baby & Child Care
7090,13,20,10,10,18,13,7,19,13,18,19,2,12,11,3,9,9,0,3,1,Cold & Sick
7091,4,11,19,4,13,3,11,15,17,12,13,6,7,15,19,20,2,16,14,1,Supplements & Herbal
7092,10,2,11,13,9,20,0,16,3,2,16,12,11,20,18,2,2,20,16,16,Digestive Health
7093,12,10,1,9,8,19,11,5,0,2,2,7,11,17,16,9,1,3,13,1,Digestive Health
7094,16,4,14,0,11,15,11,12,5,2,13,16,5,19,16,14,7,1,20,11,Mental Health & Sleep
7095,19,13,17,1,12,17,13,9,9,19,19,15,19,16,13,14,11,10,1,10,Antibiotics
7096,15,20,0,14,4,0,20,6,11,10,4,20,4,9,11,17,18,14,0,0,Cold & Sick
7097,0,7,15,17,15,12,2,6,6,10,13,5,17,14,2,11,14,18,4,1,Sexual Wellness
7098,9,11,8,10,14,6,4,18,9,15,7,18,12,9,12,17,17,5,18,14,Diabetes Care
7099,10,9,12,16,17,15,16,14,1,13,3,14,1,14,18,18,0,2,19,11,Mental Health & Sleep
7100,15,6,5,19,19,2,2,3,7,19,3,20,9,5,17,16,11,2,9,5,Eye & Ear Care
7101,17,15,9,12,1,7,8,8,14,20,16,6,4,18,13,4,6,7,3,5,Women's Health
7102,10,13,18,5,8,2,16,11,19,6,3,2,14,15,3,15,18,18,3,6,Heart & Blood Pressure
7103,9,9,13,14,10,17,5,5,9,6,20,5,11,14,13,0,15,9,10,14,Men's Health
7104,5,15,12,1,8,10,12,2,19,1,20,2,7,1,0,12,6,20,5,5,Men's Health
7105,14,17,4,5,13,11,0,5,4,13,20,20,14,4,3,17,1,3,15,11,Men's Health
7106,12,1,5,13,16,3,20,11,18,3,9,10,19,9,20,7,12,0,19,19,Skin Care & Dermatology
7107,12,11,0,10,20,7,12,2,6,9,8,19,4,19,7,8,18,17,7,16,Allergy & Sinus
7108,1,2,12,2,2,4,14,12,17,6,8,9,7,8,18,20,7,15,1,3,Supplements & Herbal
7109,14,15,7,15,15,20,14,10,5,14,18,17,5,4,7,19,3,20,20,8,Digestive Health
7110,16,8,0,19,6,20,15,4,20,12,17,0,6,14,20,5,6,1,16,2,Digestive Health
7111,1,15,18,9,0,17,15,4,0,15,19,4,17,6,2,12,9,14,4,1,Men's Health
7112,14,9,14,12,16,2,3,11,11,18,0,0,15,0,19,12,16,15,18,15,Respiratory & Asthma
7113,12,17,20,8,11,8,17,10,6,18,10,14,18,12,13,8,7,14,4,9,Vitamin
7114,6,7,3,19,13,3,8,17,1,9,7,5,9,11,7,14,15,14,14,17,Pain Relief
7115,13,9,14,8,0,1,17,17,4,20,13,18,1,17,14,20,12,14,19,3,Women's Health
7116,2,13,16,9,2,5,18,17,0,2,13,14,2,14,12,14,4,20,3,14,Sexual Wellness
7117,0,13,1,16,7,16,20,17,13,5,2,10,2,20,2,14,5,2,4,20,Skin Care & Dermatology
7118,4,19,7,11,15,14,8,14,6,7,4,9,16,18,1,20,11,3,20,6,Supplements & Herbal
7119,14,11,3,17,5,6,1,19,16,15,1,17,16,10,9,13,20,8,12,10,Weight Management
7120,5,4,2,9,6,18,9,9,3,17,13,17,7,14,17,20,13,9,5,10,Supplements & Herbal
7121,0,8,4,3,6,18,8,18,20,0,0,17,1,6,15,17,6,10,9,2,Heart & Blood Pressure
7122,4,6,6,6,16,13,4,8,9,20,3,16,5,9,10,11,3,20,15,9,Women's Health
7123,19,2,20,20,1,20,13,18,18,14,7,6,13,10,7,4,19,1,17,10,Vitamin
7124,5,16,8,12,7,18,2,17,9,13,17,7,16,13,4,3,4,10,20,10,Mental Health & Sleep
7125,7,17,10,8,6,10,19,1,10,13,19,12,11,15,9,12,4,19,8,15,Skin Care & Dermatology
7126,4,19,6,5,19,20,12,8,17,16,9,14,13,13,15,20,2,5,18,9,Digestive Health
7127,16,0,9,12,10,11,18,8,19,0,8,10,5,3,17,19,18,19,12,3,Heart & Blood Pressure
7128,2,17,9,20,16,6,19,1,3,8,1,8,4,12,0,13,9,15,4,3,Pain Relief
7129,7,1,7,1,19,15,1,9,9,4,12,6,15,12,20,20,8,18,6,4,Respiratory & Asthma
7130,11,18,9,19,8,3,8,14,13,1,13,15,2,10,8,6,14,14,8,20,Pet Medications
7131,16,11,16,4,8,0,13,4,3,4,2,15,19,17,8,18,10,2,11,0,Baby & Child Care
7132,5,5,20,16,10,3,13,13,0,11,0,11,2,19,20,2,19,8,0,6,Vitamin
7133,6,13,5,12,14,0,18,15,13,1,14,15,1,2,20,18,16,13,0,10,Respiratory & Asthma
7134,16,4,2,5,4,2,6,11,20,20,8,5,10,6,11,18,20,19,16,6,Heart & Blood Pressure
7135,12,18,20,9,4,15,7,20,11,19,15,18,17,11,6,0,0,15,17,5,Vitamin
7136,3,10,19,18,9,16,0,4,6,12,0,15,18,6,6,15,7,5,10,4,Vitamin
7137,20,4,18,13,1,4,19,1,16,5,1,12,19,19,2,19,4,18,16,0,Antibiotics
7138,14,3,13,0,6,10,6,9,4,12,5,7,1,3,9,8,8,2,8,18,Pet Medications
7139,19,14,19,20,9,3,16,10,13,16,14,6,19,18,12,16,7,5,17,4,Pain Relief
7140,13,9,2,11,9,20,11,15,10,4,4,6,2,7,2,19,10,18,20,5,Digestive Health
7141,10,7,5,20,19,2,7,16,4,5,1,19,1,9,14,15,4,14,4,18,Pain Relief
7142,4,13,5,13,14,9,8,4,15,3,8,4,4,14,0,15,17,17,10,16,Weight Management
7143,11,0,20,0,6,14,7,2,1,5,3,15,5,19,0,19,6,7,15,7,Vitamin
7144,17,16,11,13,16,5,11,19,20,15,12,6,3,4,3,4,2,15,0,18,Heart & Blood Pressure
7145,0,14,13,7,18,20,14,0,18,20,2,16,8,11,4,14,17,10,13,5,Digestive Health
7146,13,6,2,13,3,16,6,15,10,14,5,10,10,10,12,18,17,12,4,14,Supplements & Herbal
7147,1,9,20,5,18,10,5,0,9,8,13,9,12,14,1,5,2,4,20,17,Vitamin
7148,11,6,20,3,6,5,19,16,3,17,5,2,2,16,4,19,10,4,20,18,Vitamin
7149,18,11,20,8,18,2,9,19,13,1,17,2,19,19,14,20,5,17,3,10,Vitamin
7150,4,16,1,5,7,0,15,9,18,0,7,13,14,14,6,8,4,17,5,17,Heart & Blood Pressure
7151,12,20,3,7,10,14,7,0,1,3,2,13,11,18,3,11,18,4,11,2,Cold & Sick
7152,2,10,0,6,15,0,5,12,14,16,19,12,7,17,16,4,1,5,0,17,Men's Health
7153,19,5,17,12,17,10,15,17,11,7,5,7,9,8,4,3,0,12,18,15,Antibiotics
7154,7,14,6,19,7,7,11,11,1,8,4,9,10,9,15,5,11,11,14,10,Pain Relief
7155,12,19,0,7,0,9,12,9,20,13,13,2,10,18,13,5,20,8,3,9,Heart & Blood Pressure
7156,19,11,12,13,16,15,4,4,18,12,20,5,12,14,18,17,12,9,17,14,Men's Health
7157,7,7,17,3,13,14,0,10,8,20,6,18,6,14,7,20,20,2,2,19,Women's Health
7158,9,19,14,19,10,10,13,8,12,4,20,6,17,1,16,20,0,1,7,6,Men's Health
7159,15,19,0,5,15,15,1,17,3,2,0,13,7,0,16,14,19,11,17,15,Cold & Sick
7160,13,6,10,17,12,0,4,15,12,4,8,7,11,19,9,12,16,15,9,10,First Aid & Wound Care
7161,0,13,2,14,17,19,10,8,6,13,0,6,3,13,1,4,6,17,7,11,Digestive Health
7162,9,9,6,1,12,9,13,6,7,4,4,5,15,14,16,3,1,16,8,12,Respiratory & Asthma
7163,14,15,16,18,19,2,7,15,4,9,15,12,15,9,2,1,7,11,5,7,Allergy & Sinus
7164,15,4,20,13,17,7,17,19,6,3,13,17,17,16,12,18,18,12,4,0,Vitamin
7165,18,19,11,11,16,3,1,18,19,0,12,9,6,19,3,14,3,5,4,8,Cold & Sick
7166,1,5,16,20,0,11,7,18,16,2,0,2,4,6,18,9,10,19,18,14,Pain Relief
7167,0,4,2,9,18,18,7,8,20,8,5,12,6,2,8,2,18,9,2,8,Heart & Blood Pressure
7168,20,18,18,16,10,17,9,15,18,6,15,5,7,16,2,18,2,14,17,10,Antibiotics
7169,13,15,11,7,19,1,1,1,2,18,4,11,18,14,18,18,12,15,9,7,Allergy & Sinus
7170,14,17,11,9,11,19,2,20,7,10,0,14,10,6,19,7,12,20,8,9,Diabetes Care
7171,4,18,3,12,0,9,18,9,16,18,4,5,0,19,18,0,0,19,2,17,First Aid & Wound Care
7172,3,20,0,17,17,12,19,13,13,7,17,13,14,9,5,19,1,17,12,7,Cold & Sick
7173,1,8,8,6,13,12,16,17,1,15,3,15,1,18,10,2,8,5,1,0,First Aid & Wound Care
7174,10,6,3,3,7,6,11,0,19,7,9,20,14,18,4,11,8,2,9,0,Eye & Ear Care
7175,10,2,9,15,12,19,9,18,10,8,9,4,7,6,1,1,17,17,11,7,Digestive Health
7176,10,4,13,2,3,7,11,17,15,3,5,4,2,4,0,20,12,14,11,19,Supplements & Herbal
7177,11,10,20,0,7,7,13,5,16,15,10,4,20,7,6,14,18,2,6,16,Vitamin
7178,0,2,0,19,1,0,4,18,4,20,20,4,7,0,0,0,11,14,15,4,Women's Health
7179,11,9,19,12,14,1,18,6,15,17,20,15,14,2,20,20,19,16,7,8,Men's Health
7180,14,9,11,9,11,1,20,1,18,4,3,2,3,17,18,1,8,14,7,14,Skin Care & Dermatology
7181,1,8,5,2,14,12,2,12,1,0,0,18,10,16,0,14,9,5,20,8,Mental Health & Sleep
7182,18,10,14,10,11,19,20,18,0,19,6,18,13,8,14,11,1,5,19,19,Skin Care & Dermatology
7183,7,7,0,8,7,12,5,8,19,8,20,16,0,20,15,6,16,3,18,20,Men's Health
7184,19,11,7,1,5,5,3,7,2,1,2,18,12,1,14,7,6,5,17,12,Antibiotics
7185,15,8,19,12,8,20,12,15,1,14,7,7,2,9,6,9,2,1,16,14,Digestive Health
7186,16,14,14,9,10,6,18,13,5,19,20,5,9,19,8,12,10,20,12,4,Men's Health
7187,6,15,13,19,5,10,18,3,20,3,12,0,19,19,17,2,16,11,11,9,Heart & Blood Pressure
7188,20,8,3,2,17,1,9,19,1,2,7,13,3,8,4,0,0,19,14,0,Antibiotics
7189,19,19,3,3,11,14,13,0,3,7,12,3,11,2,17,17,15,5,5,0,Antibiotics
7190,10,18,10,14,3,7,6,9,16,5,11,5,11,8,7,19,18,8,4,7,Supplements & Herbal
7191,4,11,20,14,15,20,15,2,11,16,18,10,20,20,9,4,17,11,2,19,Vitamin
7192,5,9,2,7,13,15,10,13,8,0,4,12,9,5,1,15,15,14,0,6,Digestive Health
7193,5,10,12,6,6,5,15,20,17,20,8,2,9,12,8,1,16,8,16,1,Diabetes Care
7194,6,20,9,11,15,5,9,5,4,5,1,13,7,15,2,7,16,7,20,3,Cold & Sick
7195,8,16,15,6,9,14,0,5,0,19,12,11,19,9,1,2,3,6,3,0,Women's Health
7196,3,16,7,16,17,9,5,18,1,12,0,11,6,11,11,14,7,12,19,7,Mental Health & Sleep
7197,16,7,20,15,9,15,14,12,13,16,15,3,6,10,14,7,18,17,3,10,Vitamin
7198,6,16,6,16,15,1,8,18,13,0,4,8,12,18,6,3,8,7,18,2,Diabetes Care
7199,15,11,12,16,13,19,8,3,8,9,13,1,9,7,1,18,9,13,19,9,Digestive Health
7200,18,20,12,1,19,11,1,0,6,15,16,16,20,13,2,15,18,8,19,13,Cold & Sick
7201,16,9,8,8,17,8,14,1,16,18,19,3,2,6,1,16,18,16,20,8,Mental Health & Sleep
7202,1,1,18,12,19,5,20,1,0,19,19,10,6,1,14,9,9,5,7,2,Skin Care & Dermatology
7203,12,4,8,20,16,1,4,1,12,14,12,0,1,10,6,7,19,18,10,9,Pain Relief
7204,18,19,8,18,20,10,20,12,14,4,7,14,5,5,11,11,8,18,3,6,Allergy & Sinus
7205,5,9,8,14,19,13,2,16,15,6,5,5,13,17,5,18,18,9,3,17,Allergy & Sinus
7206,8,16,4,5,10,13,20,3,13,2,18,5,7,11,11,5,4,12,7,20,Skin Care & Dermatology
7207,0,14,16,18,14,10,1,7,5,6,8,13,9,20,9,13,15,16,11,4,First Aid & Wound Care
7208,8,13,1,0,10,9,8,7,18,19,5,6,15,6,9,9,2,11,5,15,Women's Health
7209,20,3,17,3,14,4,3,3,1,12,10,19,18,11,3,12,19,11,13,14,Antibiotics
7210,11,8,17,1,15,4,6,11,20,0,20,4,10,8,13,14,1,11,11,3,Heart & Blood Pressure
7211,2,2,14,9,10,20,8,19,11,0,8,6,19,7,14,3,13,6,13,1,Digestive Health
7212,1,5,12,8,6,15,10,4,14,6,20,1,14,1,14,15,10,0,12,2,Men's Health
7213,15,0,14,19,14,4,17,5,13,0,17,5,14,13,11,6,3,4,8,17,Pain Relief
7214,3,0,11,4,3,17,5,5,11,11,9,3,19,3,6,5,19,12,6,13,Baby & Child Care
7215,11,6,6,11,11,12,10,13,14,12,3,11,2,5,3,16,1,3,16,4,Supplements & Herbal
7216,19,3,13,14,11,11,10,7,4,11,10,5,15,16,3,8,20,14,13,17,Weight Management
7217,19,11,8,4,6,7,17,19,6,5,4,19,20,3,19,18,12,19,17,7,Baby & Child Care
7218,9,4,12,6,2,14,13,6,19,0,1,17,16,11,16,1,15,11,5,15,Heart & Blood Pressure
7219,3,12,6,1,14,2,0,5,2,17,18,10,4,3,11,10,1,14,17,1,Men's Health
7220,20,0,12,7,12,16,5,5,16,17,16,13,2,5,0,8,20,5,14,19,Antibiotics
7221,16,11,19,15,13,7,6,7,11,11,13,19,7,19,19,15,7,8,17,20,Pet Medications
7222,11,10,5,11,12,4,13,12,5,5,1,13,13,6,12,1,11,7,19,6,Mental Health & Sleep
7223,13,17,11,6,19,13,17,19,4,18,19,15,18,7,5,4,2,0,14,3,Allergy & Sinus
7224,5,17,7,6,5,13,8,18,10,14,5,10,2,20,11,16,11,20,1,16,First Aid & Wound Care
7225,19,13,0,11,15,19,9,6,9,4,1,11,9,4,3,19,12,9,20,3,Mental Health & Sleep
7226,20,16,7,17,20,11,1,2,8,16,15,8,14,0,16,18,9,1,4,11,Antibiotics
7227,9,10,4,8,1,16,3,0,0,15,12,15,9,14,15,16,13,20,11,13,Sexual Wellness
7228,9,15,20,10,19,1,14,18,13,12,4,19,18,7,0,20,7,12,0,16,Vitamin
7229,9,18,19,0,16,4,4,6,18,7,20,5,11,9,10,11,9,8,11,1,Men's Health
7230,14,9,0,3,11,0,8,20,1,0,4,5,7,17,4,16,20,10,2,12,Diabetes Care
7231,3,14,16,3,7,17,18,11,5,16,15,2,8,14,2,0,16,4,0,5,Skin Care & Dermatology
7232,12,1,9,7,14,11,5,11,1,13,15,16,15,13,15,2,15,6,10,4,Eye & Ear Care
7233,15,11,18,18,10,1,6,8,13,7,9,17,9,3,12,20,15,20,15,5,Supplements & Herbal
